category_name,job_title,location,release_date,applicant_number,workplace_type,employment_type,job_description
Computer Engineer,System engineer,"Eagle, Istanbul, Türkiye",1 month,100,On-site,Full-time,"About the job
We have taken our place among the largest private sector groups in Turkey with the innovative approach and differences we have brought to all sectors we have taken. LAV, which is the 5th largest manufacturer of the world in the table glass, GCA, where we carry our experience in this field to glass packaging, Ali Bey Hotels & Resorts, which operates for more than 30 years in the tourism sector, Joalı Maldives operating in the Ultra luxury segment on Maldives, Joalı Being, original “Game” concept in the field of Bijal. We provide employment for 5 thousand people on 3 continents with our Lapis Yapı companies that we have implemented in Avoya and these projects that we have implemented and export our products to 140 countries. We represent our country internationally with our products and services that bring innovative firsts to every sector we are in.
About the role
Ensuring the management and safety of the data center infrastructure
MS Windows Server, Hyper-V and/or VMware platforms installation, management, performance tracking and operation
Planning, installation and management of backup structures
System infrastructure creation, establishing and solving problems
Establishing, configuration, test and maintenance of server operating systems, applications, equipment and system management tools
Implementation of safety standards and tightening policies on infrastructure and systems
Taking a team member in Information Technologies Projects, supporting other teams within the framework of the task definition
Making architectural changes to strengthen the security structures in existing systems
Control of events that may interrupt business continuity and taking measures to reduce the impact, preparing alternative plans
To keep critical documents up to date and report
Performance Tuning operations on IT infrastructure
Conducting backup and restore operations on IT infrastructure
Installation, Structuring and Management of IT Infrastructure Systems
Implementing IT infrastructure projects
Solving problems and problems related to IT infrastructure
Performing Performance Tuning Operations
Backup and restore critical data in terms of IT infrastructure and business
Designing and applying disaster recovery operations
Monitoring IT infrastructure and critical systems in terms of business
To carry out all these transactions on time and in the framework of corporate policies, principles and related laws.
EXPECTED QUALIFICATIONS
Preferably graduated from computer engineering, electrical-electronic engineering, mathematics, statistics or related departments of universities.
It has a minimum of 5 years of experience in its field, has a high reporting skills and has an analytical perspective.
Who worked with manufacturers and knows how to use producer support structures
Microsoft Windows Server (2012R2-2022) and its services (IIS, Active Directory, DNS, DHCP, Cluster) at an expert level, at least 5 years experienced in Active Directory Installation and Management
Microsoft Hyper-V and VMware Virtual Systems on design, development, error management and capacity planning experience
At least 5 years of experience in the management of backup software (Veeam and the like) has worked in business continuity projects.
Experienced in server, storage, backup products, capacity planning, design and adaptation
Experienced in implementing safety standards and tightening policies
Preferably relevant Microsoft or Linux certificates
It has moderate or advanced English knowledge to make literature screening and receive education.
Human relations are strong, prone to teamwork, high written and oral communication skills
What awaits you
Comprehensive special and complementary health insurance.
Dynamic working environment.
Opportunity to work with new technologies.
Development -oriented employee experience."
Data Analyst / Data Scientist,Data Analyst,"Istanbul, Türkiye",1 day,100,Hybrid,Full-time,"About the job
Would you like to be a part of our global team which turns dreams into reality?
Eti is full of opportunities for your competencies to get you in pursuit of your career! Join our team, apply for
Data Analyst
and get beyond your own limits
.
What is the Main Aim of This Position?
Are you a data enthusiast with a passion for the fast-paced FMCG industry? We're seeking a talented Data Analyst to drive our business strategies through powerful data interpretation and visualization. In this role, you will be instrumental in creating and managing dynamic dashboards using Power BI, collaborating closely with stakeholders to define critical data needs, and ensuring the accuracy of our reporting. You will play a vital role in identifying key trends and anomalies that shape our company’s strategic & operational decisions.
What We Expect From You?
To analyze and interpret: Dive deep into diverse data sources, specific to FMCG, to extract meaningful patterns and support strategic business decision
To build and manage dashboards: Develop and maintain interactive and insightful dashboards and reports using Power BI (DAX),
To collaborate and communicate: Partner with stakeholders, including but not limited to, sales, marketing, finance and supply chain teams, to understand their data requirements and translate them into clear, actionable insights within the company.
To ensure Data Integrity: Guarantee the accuracy and consistency of data across all reports and dashboards, ensuring alignment with global data standards,
To Monitor and Identify Trends: Track key performance indicators (KPIs), and proactively identify trends and anomalies to inform and make adjustments.
Why You?
•If you hold a bachelor’s degree in Statistics, Mathematics, Computer Science or a related field,
• If you have proven experience with data visualization tools, specifically Power BI (DAX),
• If you have proficiency in SQL and data querying,
• If you have strong understanding of the FMCG industry, including sales, marketing, and supply chain data,
• If you have strong analytical and problem-solving skills,
• If you have excellent written and verbal communication skills, with the ability to present complex data in a clear and concise manner,
• If you have relevant certifications such as Microsoft Certified: Data Analyst Associate, or related data analysis or Power BI certifications,
• If you have demonstrated ability to deliver results in a fast-paced FMCG environment,
• If you have a proactive and innovative mindset, with a passion for continuous learning,
• If you have experience presenting data to large groups, especially within the FMCG sector,
• If you have experience with data governance.
What Brings You at the Front?
•Being strongly result-oriented and making quick decisions,
•Being innovative and open to learning,
•Being a team player,
•Having strong analytical and problem-solving skills,
•Having improved presentation abilities,
•Having strong communication & negotiation skills,
•Having coordination skills,
•Being able to reside in İstanbul/Eskişehir."
Data Analyst / Data Scientist,Data scientist,"Istanbul, Türkiye",1 week,100,Hybrid,Full-time,"About the job
Are you ready to participate in a digital transformation journey at LC Waikiki?
🚀
With over 1300 stores around the world and our strong assets in 60 countries,
""Dressing well everyone's right""
We take a great journey by adopting his philosophy. Beyond the fashion world, we are also running to important goals in technology and digital transformation.
LC Waikiki Digital Transformation and Information Technologies Department
With more than 850 experts, we shape the future by keeping innovation and cooperation in the foreground.
Agile/Scrum Methodologies
We become a more efficient and dynamic team with every day.
What do we offer?
With our projects, we touch not only the retail world, but to every corner of the digital world. If you want to be a part of this exciting journey, here are the opportunities waiting for you:
Agile with a team
By working together, the possibility of contributing to every stage of the development processes,
Third Party System Integrations
with local and global projects,
With the software you have developed
Giving direction to the digital transformation of LC Waikiki
.
Who are we looking for?
A passionately follow -up of technology, adding value to its business and seeking continuous innovation ""
Data scientist
""We're looking for a teammate.
General qualities
Data Science or undergraduate or graduate degree in a relevant field,
Minimum 2 -year experience in SQL and Python programming language,
Knowing about Azure AI Foundry and SAP AI Core vehicles,
Having information or experience about LLM and RAG methods,
To have knowledge or experience in orchestrate the LLAMINDEX and LLMs and LLMs,
To have information or experience in prompt engineering,
Modeling with libraries such as SCİKİT-LEARN and TENSERFLOW in the fields of data analysis and machine learning, having information or experience,
To have knowledge or experience in managing, distributing and maintaining the Mlops processes of machine learning models,
It is prone to teamwork, has the ability to think.
Definition of the work
Developing data models with Azure AI Foundry and SAP AI Core tools,
Developing models by analyzing data sets,
To carry out data processing and model development processes with Python programming language,
Developing artificial intelligence projects with LLM (Large Language Model) and RAG (Retrieval-Augmented Generation) methods,
Creating effective and efficient models using prompt engineering techniques,
To ensure that the projects are completed on time with the cooperation of the team,
To ensure continuous learning and development by following new technologies, especially Generative AI Tools and Agent Systems.
What awaits you?
Istanbul Giyimkent
In our modern office
Hybrid working possibility,
Cooperation and inclusion
A focused team culture,
Opportunities to work with the latest technology and tools,
Continuous training
and professional development opportunities,
DISCOUNTS WORKING IN LC WAİKİKİ PRODUCTS
And more!
Come on, join!
While achieving our great goals, we are enthusiastically waiting for the software developers who want to leave a mark on the digital world. If this opportunity excites you, take your place on our digital transformation journey by immediately conveying your application!
Recruitment process:
Interview / Technical Exam
Evaluation Center Applications
Reference
Offer
(May vary according to position)
We will carefully examine your application and contact you via telephone or e-mail if it is appropriate."
Data Analyst / Data Scientist,Product Data Analyst,"Istanbul, Türkiye",6 day,100,Remote,Full-time,"About the job
We are a product data team responsible for building and maintaining data pipelines in Snowflake and creating high-performance Tableau dashboards to support data-driven decision-making. We are looking for a Product Data Analyst who can translate stakeholder needs into efficient, scalable, and insightful Tableau dashboards. You will be responsible for optimizing dashboard performance and ensuring data integrity, along with working closely with other data engineers and data analysts on the team.
Key Responsibilities:
● Work closely with stakeholders to understand business needs and translate them into clear, actionable dashboards.
● Develop and maintain optimized Tableau dashboards with a focus on performance and usability. ● Query and analyze data stored in Snowflake, ensuring data accuracy and relevance.
● Identify and resolve dashboard performance and data quality issues.
● Collaborate with data engineers to define and create new data sources when existing ones do not meet analytical needs.
● Ensure data consistency, governance, and best practices in reporting and visualization.
● Provide training and support to stakeholders on using dashboards effectively.
● Continuously iterate and improve dashboards based on feedback and evolving business requirements.
Required Skills & Experience:
● 1+ years of experience in data analytics, business intelligence, or a related field.
● Strong expertise in Tableau for building interactive dashboards and optimizing performance.
● Proficiency in SQL, with experience querying large datasets in Snowflake or similar data lakes.
● Ability to identify and resolve performance bottlenecks in Tableau and database queries.
● Strong communication skills to engage with stakeholders, gather requirements, and present insights effectively.
● Experience working with data engineers to define and validate data sources.
● Comfortable working in a fast-paced environment with multiple stakeholders and evolving priorities.
Preferred Qualifications:
● Experience with ETL/ELT workflows and data transformation.
● Experience working with product analytics or customer behavior data
EEO Statement
Orion is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, citizenship status, disability status, genetic information, protected veteran status, or any other characteristic protected by law."
Data Analyst / Data Scientist,Data Scientist,"Istanbul, Türkiye",2 week,100,On-site,Full-time,"About the job
We are looking for a Data Scientist who is passionate about using data to solve challenging problems. As a Data Scientist, you will be responsible for analyzing and interpreting complex datasets to drive strategic decisions and develop innovative solutions. You will collaborate with cross-functional teams to identify business challenges, design experiments, build predictive models, and communicate actionable insights to stakeholders.
If you are a motivated and data-driven individual with a passion for gaming, join our team to help our games thrive in an exciting global industry!
Here's what you’ll do
Analyze and interpret large datasets to derive meaningful analytical solutions and actionable insights
Collaborate with the engineering team to develop and optimize data resources, data warehouses and data pipelines
Conduct exploratory data analyses to identify product gaps, test hypotheses, and seize opportunities to inform product roadmaps
Work closely with product teams to model, simulate, and help fine-tune the game’s internal economy
Build, develop and maintain a suite of data analytics and visualization tools that empower your fellow Product and Marketing teams to make data-informed decisions: dashboards, reports, ad-hoc analysis and insightful observations
Collaborate with different teams to drive, implement and analyze A/B testing results
Develop and maintain our player segmentation tool
Build predictive models using machine learning algorithms
Stay up-to-date with industry trends, best practices, and new tools and techniques in data analysis & data science
Work with our tech stack:
(dbt (Python, SQL), Snowflake, Looker, Hex, Streamlit, Airflow)
Desired skills and experiences
University degree from a reputable university in a STEM (Statistics, Mathematics, Engineering) field or related departments
Strong knowledge of SQL and Python; excited to learn new languages when needed
Experience in working with a cloud data warehouse (Snowflake, Redshift, BigQuery) is a plus
Passion for mobile casual games
Excellent attention to detail, natural curiosity and ability for creative problem-solving
Strong written and oral communication skills
Ability to work independently with minimal supervision and prioritize multiple tasks in a fast-paced environment
Areas in which you'll continue to grow
Proficiency in extracting, processing and modeling huge amounts of data
Working with one of the richest and largest datasets of the technology industry
Proficiency in data analytics, data science and visualization tools
Ability to initiate, support and improve product & marketing decisions thanks to the evolving role of data in a fully data-driven environment"
Data Analyst / Data Scientist,Data Analyst,Türkiye,1 week,100,Remote,Full-time,"About the job
About the Role
We are seeking a
Data Analyst (Event Performance)
to evaluate event ROI, marketing effectiveness, and attendee data, with a strong focus on AI events. This role requires a data-driven professional who can extract insights, optimize event strategies, and measure the impact of marketing efforts. The ideal candidate has extensive experience
analyzing event performance and a deep understanding of AI industry trends.
Roles & Responsibilities:
Analyze event ROI, attendee behavior, and marketing performance metrics.
Develop data-driven insights to optimize future AI events.
Track and assess KPIs related to engagement, conversions, and sponsorship impact.
Collaborate with marketing and event teams to refine strategies based on analytics.
Present data findings through reports, dashboards, and visualizations.
Skills & Qualifications:
10+ years of experience in
data analysis, event analytics, or related roles.
5+ years of experience
analyzing AI event performance.
Proficiency in
data analytics tools (Excel, SQL, Tableau, Google Analytics, etc.).
Strong understanding of event marketing metrics and audience segmentation.
Excellent problem-solving and data visualization skills."
Data Analyst / Data Scientist,Principal Data Scientist,"Istanbul, Türkiye",1 week,100,Hybrid,Full-time,"About the job
About ING Hubs
Following ING’s strategic ambition to deliver a superior experience to its customers worldwide, the hubs network contributes to fostering efficiency and digitalization across ING. Providing concentrated expertise along with scalable and sustainable solutions, the hubs focus on straight-through processing, delivering automated services like software development, data management and retail operations.
𝑃𝑟𝑒𝑠𝑒𝑛𝑡 𝑖𝑛 𝑃𝑜𝑙𝑎𝑛𝑑, 𝑅𝑜𝑚𝑎𝑛𝑖𝑎, 𝑆𝑙𝑜𝑣𝑎𝑘𝑖𝑎, 𝑡ℎ𝑒 𝑃ℎ𝑖𝑙𝑖𝑝𝑝𝑖𝑛𝑒𝑠 𝑎𝑛𝑑 𝑇𝑢𝑟𝑘𝑖𝑦𝑒, 𝐼𝑁𝐺 𝐻𝑢𝑏𝑠 𝑒𝑚𝑝𝑙𝑜𝑦 𝑚𝑜𝑟𝑒 𝑡ℎ𝑎𝑛 11,000 𝑝𝑟𝑜𝑓𝑒𝑠𝑠𝑖𝑜𝑛𝑎𝑙𝑠 𝑖𝑛 𝑑𝑜𝑚𝑎𝑖𝑛𝑠 𝑠𝑢𝑐ℎ 𝑎𝑠 𝑠𝑜𝑓𝑡𝑤𝑎𝑟𝑒 𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡, 𝑑𝑎𝑡𝑎 𝑚𝑎𝑛𝑎𝑔𝑒𝑚𝑒𝑛𝑡, 𝑜𝑝𝑒𝑟𝑎𝑡𝑖𝑜𝑛𝑠 𝑜𝑟 𝑛𝑜𝑛-𝑓𝑖𝑛𝑎𝑛𝑐𝑖𝑎𝑙 𝑟𝑖𝑠𝑘.
ING Hubs Turkiye core capabilities, 𝐑𝐞𝐭𝐚𝐢𝐥 𝐀𝐧𝐚𝐥𝐲𝐭𝐢𝐜𝐬 𝐚𝐧𝐝 𝐓𝐞𝐜𝐡, have us looking for data experts, developers and other professionals to get onboard in our Istanbul office located in Technopark, Vadistanbul.
𝐃𝐢𝐬𝐜𝐨𝐯𝐞𝐫 𝐈𝐍𝐆 𝐇𝐮𝐛𝐬 𝐓𝐮̈𝐫𝐤𝐢𝐲𝐞
ING Hubs Turkiye is looking for talents to join an international network of professionals. Building on an existing framework and shared mission, our up-and-coming team will bring its unique personality and skills set to provide borderless services with bank-wide capabilities.
We value strong work ethics, knowledge sharing and flexibility in our way of working – it is both our promise to you and what we look for in new colleagues. Let’s meet!
ING Analytics
ING Analytics is a new unit responsible for realizing this vision for ING, differentiating ING as a leader in data-driven organization, within the banking sector and beyond. The team consists of a number of Global Analytics Centre of Excellences around the bank’s key capabilities (such as Pricing, Risk Management, Financial Crime, Customer Intelligence and People Analytics.) as well as strong coordination areas around data management, technology, customer journey, UX, as well as external partnerships.
About you
Bachelor’s with analytical background, preferably in a quantitative discipline Mathematics, Engineering, Economics, MIS, Statistics etc. (Master’s degree or PhD will be a plus),
4+ years of work experience in data science field.
Broad experience with end-to-end machine learning project implementation. Involvement in all modelling steps from data extraction to modelling and deployment.
Theoretical knowledge of statistical modelling and machine learning, and a demonstrated ability to apply these to solve business problems and develop innovative models and/or data-driven products
Strong knowledge of Python, SQL or relevant statistical tools. (Spark, GCP, Git , DevOps will be a plus)
Excellent team member with an ability to clearly communicate at all levels of an organization in a collaborative and non-hierarchical environment
Excellent analytical skills and attention to details
Desire to use modern technologies as a disruptive influence,
Open-minded for new technologies.
Strong verbal and written communication skills in English and Turkish
How to Succeed
Manage the entire analytical process – from outlining the type of solution through implementation, interpretation of results and transferring capabilities to business units
Use data assets to gain insights into current business processes and propose enhancements for core decision making processes
Analyze portfolio trends and detect the root causes of problems by performing advanced data analysis and modelling techniques
Develop new strategies by analyzing and evaluating large data volumes and utilizing various statistical and analytical techniques and tools
Effective Communication: Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors
Flexibility & Adaptability: Knowledge of successful approaches, tools, and techniques for dealing with changes and adapting to a changing environment; ability to adapt as needed
Problem Solving: Knowledge of approaches, tools, techniques for recognizing, anticipating, and resolving organizational, operational or process problems; ability to apply this knowledge appropriately to diverse situations
Analytical Thinking: Knowledge of techniques and tools that promote effective analysis and the ability to determine the root cause of diverse problems and create alternative solutions that resolve the problems in the best interest of the business
What We Offer at ING Hubs Turkiye
At ING Hubs Turkiye, we believe that your work should be fulfilling in every way. We pay attention to even the smallest details to ensure that your experience is rewarding. Here’s what you can expect when you join our organization:
Be Yourself, Be an ING'er
Dynamic Environment:
Work in an informal, vibrant atmosphere with innovative colleagues supporting your endeavors.
Innovation Culture:
Share your innovative ideas while exploring PACE methodology with us.
Global Exposure:
Participate in global projects and expand your career opportunities.
Communication & Celebrations:
Enjoy various communication activities and celebrations that promote a friendly work environment.
Health Care:
Your health matters; we offer a comprehensive health insurance package for you and your loved ones, including spouse and children.
Private Pension Plan:
Secure your future dreams with our private pension plan.
If you want to do your thing and explore the life while working don’t miss this opportunity!"
Data Analyst / Data Scientist,Marketing data analyst,"Istanbul, Türkiye",2 week,100,Hybrid,Full-time,"About the job
We always add value to the life of our colleagues in Setur. We give them experiences beyond the limits. We become common to their happiness, excitement, sadness, fatigue.
Happiness is not a destination for us, but a journey. In our Marketing and Corporate Communication Annex, which is one of the turning points of these journeys, this position is for you if you want to continue your career as ’marketing data analyst’ ’!
Task definition
Using advanced data analytics to increase Setur's product and market penetration,
Focusing on quantitative and qualitative data analytics for insights and business results,
Designing and performing experiments with data, visualization and insights on Setur's target audiences,
To cooperate with stakeholder teams (product management, CRM team, performance marketing team, etc.) to improve data and vehicle ecosystem,
Systems to ensure access to the data boards of teams throughout the company and to follow up and follow up,
Studies to predict the opportunities and threats in the market with detailed reporting and analyzes,
Advertising / CRM campaign and so on. To contribute to increasing the efficiency of the unit costs of the studies by optimizing.
General qualities
Preferably, if you are a 4 -year graduate graduate in the field of data science, mathematics, statistics or engineering,
If you have knowledge and experience about advanced statistics, data science, coding languages ​​(Python, JS, etc.) and databases (SQL, etc.),
If you are confident in data analytics and visualization (Looker Studio, Power BI, etc.),
GA4, Adjust, Firebase etc. If you have experience in vehicles,
If you can transform business questions into basic research goals,
If you say I use the most appropriate methodology to conduct the research, synthesize and analyze the findings,
If you have at least 3 years of experience in similar positions,
If you can use MS Office programs well,
If you speak English well,
If your ability to report and analysis is strong,
If you can think from different perspectives,
If your planning and organization skills are strong,
If you can develop cooperation and if you are focused,
If you are creative and innovative,
If you are dynamics,
Apply now to work with pleasure!
Your personal data may be processed by our company as a data manager within the scope of the position of your job and within the scope of the operation of your recruitment process. Detailed information about the processing of your personal data
:
http://go.setur.com/qap4il
You can reach the “Setur Service Touristic Inc. Employee Candidate Personal Data processing from the Lighting Text."
Data Analyst / Data Scientist,Data Analytics Specialist/Senior Specialist,"Sancaktepe, Istanbul, Türkiye",1 week,100,On-site,Full-time,"About the job
About Us
Bim United Mazalar A.Ş. Today, it is the highest market share company in Turkey's organized retail sector.
The main principle of BİM is the delivery of basic food and consumer supplies to the consumer with high quality and most affordable price. BİM, the first representative of the Hard-Discount model in Turkey, offers its majority product range consisting of approximately 900 products formed by its own brands to consumers through retail stores operating throughout Turkey. BİM also started to provide online shopping services with non -food product through the BİM Market mobile application at the end of 2021.
BİM continued its steadily growth in 2023. In 2023, in addition to a new regional directorate/logistics center in the country, it opened 972 new stores and reached 11,203 stores in Turkey as of the end of 2023 years. It continues its development with effective cost management policy without giving up quality understanding and customer satisfaction priority.
General qualities
Graduates of computer engineering, industrial engineering, statistics, mathematics, business, finance and similar undergraduate programs of universities,
Integrated data analysis and reporting processes with SAP ERP system, who has played an active role in SAP BW (Business Warehouse), SAP BPC (Business Planning and Consolidation) or SAP SAC, SAP Datasphere -like SAP Data Modeling and Reporting Tools,
With SAP BPC (Standard and Embedded Models), you have experience in budgeting, estimation and consolidation processes,
Information about data warehouse structures and data modeling, ETL processes,
SAP Bo, Qlikview/Qlik Sense, especially Business Intelligence and Data Analysis Tools
Preferably knowledge of SAP HANA, SQL and ABAP programming language,
Having financial reporting, planning, budgeting and consolidation processes, has the competence to analyze about business processes,
High communication skills, prone to teamwork,
Planned and systematic working skills developed,
Analytical and result -oriented,
Following new technologies, open to development and willing to learn,
Preferably residing on the Anatolian side of Istanbul.
Task definition
Designing and implementing SAP BW & BPC solutions to meet business requirements,
SAP BW, BPC, BO, Qlik Sense ETL processes, data models and reports to develop and maintain,
Structuring and optimizing BPC applications for financial planning and consolidation,
BW, BPC, BO, Qlik Sense environments to ensure data accuracy, integrity and security,
To provide technical solutions by analyzing the requirements from business units,
Providing user support for the business intelligence applications to which he is responsible,
Preparing the necessary technical documentation for support and additional development requests, providing coordination with CT teams together and performing tests,
Providing end users online or on -site trainings related to existing system subjects,
To make an outsourcing consultant plan and follow the services received."
Data Analyst / Data Scientist,UNDP IPSA Short term: Blockchain Research and Data Analyst​,Greater Istanbul,1 day,22,On-site,Full-time,"About the job
Job Description
Background
UNDP has been exploring blockchain technologies and their application since 2015, supporting the implementation of solutions across numerous countries. In collaboration with strategic blockchain partners, UNDP has been actively providing mentorship to nurture innovative ideas and pilot initiatives within the UNDP system that harness the transformative potential of blockchain technology.
The UNDP Innovation Team in Europe and Central Asia is working with the Stellar Development Foundation (SDF) on pioneering a blockchain-based digital payment solution tailored for countries facing economic challenges. Sixteen countries were identified to conduct the research including Colombia, the Dominican Republic, Ecuador, El Salvador, Guatemala, Guyana, Moldova, Ukraine, Uruguay, Bosnia and Herzegovina, Mali, Lebanon, Syria, Yemen, Iraq, and Libya. In all mentioned countries, UNDP has its own country offices, and they report to Regional Bureaus. UNDP aims to leverage its expertise and network to build trust and foster the adoption of blockchain-based payment solutions among governments and citizens in developing countries
.
This solution seeks to address critical issues such as financial inclusion, transparency, and economic resilience. By providing access to secure and transparent digital payment systems, UNDP and SDF aim to empower individuals and businesses in these regions to participate more fully in the formal economy, thereby promoting financial inclusion and enhancing economic stability.
Moreover, the versatility of this solution extends beyond traditional payment methods, offering promising applications in various sectors. From aiding agencies' provision of assistance to internally displaced persons, refugees, and other beneficiaries, to empowering diaspora communities in facilitating increased remittances and support to their home countries, the potential impact of this solution is vast and far-reaching. UNDP will engage with governments, other UN titles, private sector actors, and civil society organizations to share findings from the research; and further consult around digital payments in the selected countries.
Additionally, UNDP Blockchain initiatives such as Blockchain Academy and Blockchain Accelerator aim to enhance the skills of UN personnel in using and applying blockchain technology to promote sustainable development. It will provide a well-structured educational platform, consisting of recorded lectures, interactive workshops, hands-on assignments, and expert guidance and mentorship.
In this context, we are looking for a Blockchain Research and Data Analyst under the guidance of the Project Manager to support research on digital payments in Arab States and support in implementation of blockchain initiatives in Arabic States and the African region.
Duties And Responsibilities
Provides research and knowledge generation support, focusing on the achievement of the following results:
Conducting research in selected Arab States to identify and reach out to key stakeholders operating in the digital payments space; mapping relevant companies, organizations, NGOs, think tanks, and relevant experts, etc.
Initiating dialogue with Ministries of Finance and central banks in these selected countries to introduce the digital payment concept, understand their perspectives, and define possible use cases in their national context, with the support of UNDP colleagues in these countries.
Identifying relevant UN projects that can take part in piloting blockchain-based digital payments
Supporting with expanding research and networking in blockchain and digital sector, and support with expansion of blockchain community of practice in UN
Provides support to management coordination, focusing on the achievement of the following results:
Supporting the Blockchain Academy and Blockchain Accelerator implementation in Arab States and Africa through closely working with UNDP country offices and local ecosystem
Supporting a project manager in organizing webinars on blockchain and mentorship sessions with UNDP country offices during the Blockchain Academy and Blockchain Accelerator
Supporting a community manager in organizing Blockchain Talks within the blockchain community of practice in the UN
Assisting a community manager in preparing content for a website and newsletter on blockchain technology for the blockchain community of practice in the UN
Competencies
Achieve Results:
LEVEL 1:
Plans and monitors own work, pays attention to details, delivers quality work by deadline
Think Innovatively LEVEL 1:
Open to creative ideas/known risks, is a pragmatic problem solver, makes improvements.
Learn Continuously LEVEL 1:
Open minded and curious, shares knowledge, learns from mistakes, asks for feedback
Adapt with Agility LEVEL 1:
Adapts to change, constructively handles ambiguity/uncertainty, is flexible
Act with Determination LEVEL 1:
Shows drive and motivation, able to deliver calmly in face of adversity, confident
Engage and Partner LEVEL 1:
Demonstrates compassion/understanding towards others, forms positive relationships
Enable Diversity and Inclusion LEVEL 1:
Appreciate/respect differences, aware of unconscious bias, confront discrimination
Digital
Cross Functional and Technical competencies:
Blockchain Advice:
Knowledge of how blockchain works, and ability to advise on the opportunities for further exploration
Data storytelling and communications:
Skilled in building a narrative around a set of data and its accompanying visualizations to help convey the meaning of that data in a compelling fashion
Data literacy:
Understand the potential as well as the limitations of using data-driven innovation. Ability to use a mix of data sources (quantitative, qualitative, or real-time techniques) to develop understanding, identify patterns to inform decision-making, or identify opportunities for further exploration.
Data
Data analysis:
Ability to extract, analyse and visualize data to form meaningful insights and aid effective business decision making
Business Development
Digital Awareness and Literacy:
Ability to monitor new and emerging technologies, as well as understand their usage, potential, limitations, impact, and added value. Ability to rapidly and readily adopt and use new technologies in professional activities, and to empower others to UNDP | People for 2030 – Competency Framework – Cross-functional Competencies (2024) use them as needed. Knowledge of the usage of digital technologies and emerging trends.
Education
Required Skills and Experience
Advanced university degree (master's degree or equivalent) in Business Administration, Public Administration, Economics, Political Sciences, Social Sciences, Health Science or related field is required, or
A first-level university degree (bachelor’s degree) in the areas mentioned above in combination with an additional two years of qualifying experience will be given due consideration in lieu of the advanced university degree.
Experience
Up to 2 years (with Master´s degree) or minimum 2 years (with Bachelor´s degree) of relevant professional experience .
Experience working with financial technologies is required
Desired Skills
Experience with digital transformation on a national level is an asset.
Experience in working with UNDP or UN organizations is an asset
Experience with stakeholders’ engagement is an asset
Experience in organizing webinars, events, trainings is an asset.
Experience working in the blockchain is an asset.
Experience with digital payment and mobile money solutions is an asset.
Knowledge Arabic or French is an asset.
Required Language
Fluency in English is required
Equal opportunity
As an equal opportunity employer, UNDP values diversity as an expression of the multiplicity of nations and cultures where we operate and, as such, we encourage qualified applicants from all backgrounds to apply for roles in the organization. Our employment decisions are based on merit and suitability for the role, without discrimination.
UNDP is also committed to creating an inclusive workplace where all personnel are empowered to contribute to our mission, are valued, can thrive, and benefit from career opportunities that are open to all.
Sexual harassment, exploitation, and abuse of authority
UNDP does not tolerate harassment, sexual harassment, exploitation, discrimination and abuse of authority. All selected candidates, therefore, undergo relevant checks and are expected to adhere to the respective standards and principles.
Right to select multiple candidates
UNDP reserves the right to select one or more candidates from this vacancy announcement. We may also retain applications and consider candidates applying to this post for other similar positions with UNDP at the same grade level and with similar job description, experience and educational requirements.
Scam alert
UNDP does not charge a fee at any stage of its recruitment process. For further information, please see www.undp.org/scam-alert."
